img;hash:-393520690;xhash:-1910873652;path:h:\pozemok Nova Bana\detaily\DSCF0368.JPG;x:908.529;y:851.312;tx:910.686;ty:851.312;
img;hash:1418220993;xhash:1648707590;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC00982.JPG;x:542.043;y:334.12;tx:740.201;ty:739.744;
img;hash:-786722736;xhash:-347546751;path:H:\pozemok Nova Bana\fotky\prerabka\kupelna\DSC01698.JPG;x:933.364;y:844.169;tx:935.589;ty:844.751;
img;hash:1892159877;xhash:-1465800364;path:H:\pozemok Nova Bana\fotky\prerabka\kupelna\IMG_20180605_115441.jpg;x:933.555;y:847.884;tx:932.861;ty:848.426;
img;hash:215174557;xhash:-846417246;path:h:\pozemok Nova Bana\fotky\16 zima sk\DSC01132.JPG;x:991.618;y:808.603;
img;hash:-522485367;xhash:-2109650839;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC00726.JPG;x:459.533;y:1028.376;tx:452.226;ty:962.612;
img;hash:467679922;xhash:-1121773046;path:H:\pozemok Nova Bana\fotky\prerabka\kupelna\IMG_20171004_215217.jpg;x:934.993;y:845.746;tx:932.779;ty:846.355;
img;hash:1379496812;xhash:-2066180674;path:H:\pozemok Nova Bana\fotky\17 leto\IMG_20170916_184734.jpg;x:920.764;y:845.73;tx:884.747;ty:810.22;
img;hash:521834061;xhash:-368650119;path:H:\pozemok Nova Bana\fotky\17 leto\IMG_20170916_184645.jpg;x:908.755;y:860.317;
img;hash:-43086794;xhash:-2142403509;path:h:\pozemok Nova Bana\fotky\prerabka\odvodnenie\IMG_20170711_130029.jpg;x:895.312;y:854.98;tx:900.157;ty:847.833;
img;hash:-41677605;xhash:-358892575;path:H:\pozemok Nova Bana\fotky\zdroje\DSC00049.JPG;x:539.279;y:331.655;tx:826.661;ty:856.747;
img;hash:-1335594693;xhash:451305571;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC01460.JPG;x:859.59;y:814.963;tx:836.227;ty:815.945;
img;hash:898774258;xhash:-1304160697;path:H:\pozemok Nova Bana\fotky\prerabka\kuchyna\DSC00399.JPG;x:924.194;y:839.64;tx:935.615;ty:839.436;
img;hash:-268996972;xhash:684083499;path:h:\pozemok Nova Bana\fotky\17 leto\IMG_20170710_104819.jpg;x:908.818;y:860.382;tx:369.84;ty:1701.612;
img;hash:-2084699430;xhash:-1522816363;path:H:\pozemok Nova Bana\fotky\17 leto\IMG_20170918_104143.jpg;x:943.742;y:830.352;tx:945.543;ty:865.003;
img;hash:1305529528;xhash:-186729951;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC00491.JPG;x:785.584;y:785.025;tx:435.988;ty:131.218;
img;hash:1858699175;xhash:-1721167489;path:H:\pozemok Nova Bana\fotky\prerabka\dvor\IMG_20170708_181222.jpg;x:907.647;y:804.308;tx:909.47;ty:824.359;
img;hash:1216915943;xhash:-1098267297;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC00911.JPG;x:947.458;y:866.711;tx:944.183;ty:842.224;
img;hash:-43914223;xhash:-1359470984;path:h:\pozemok Nova Bana\fotky\prerabka\odvodnenie\IMG_0429a.jpg;x:905.414;y:838.965;tx:901.324;ty:846.315;
img;hash:-344303093;xhash:810039726;path:H:\pozemok Nova Bana\fotky\prerabka\kuchyna\IMG_7441.JPG;x:928.973;y:840.984;tx:923.869;ty:837.705;
img;hash:280334791;xhash:1448892867;path:H:\pozemok Nova Bana\detaily\DSC_2544.JPG;x:856.392;y:874.847;tx:941.777;ty:874.002;
img;hash:-760163389;xhash:1967999033;path:H:\pozemok Nova Bana\fotky\prerabka\dvor\IMG_20170629_103314.jpg;x:916.843;y:829.56;tx:916.062;ty:832.915;
img;hash:1456330681;xhash:665696324;path:h:\pozemok Nova Bana\fotky\prerabka\dvor\DSC01676.JPG;x:887.331;y:818.75;tx:886.519;ty:812.78;
img;hash:1450780428;xhash:-1741046227;path:H:\pozemok Nova Bana\detaily\DSC09893.JPG;x:919.882;y:852.204;tx:922.602;ty:858.049;
img;hash:-2137964055;xhash:1443374859;path:h:\pozemok Nova Bana\fotky\prerabka\dvor za humnom\DSC_2529.JPG;x:894.454;y:775.987;tx:886.354;ty:792.886;
img;hash:427423744;xhash:1032963372;path:h:\pozemok Nova Bana\fotky\prerabka\dvor\IMG_20170529_113102.jpg;x:934.303;y:813.479;tx:901.634;ty:843.03;
img;hash:-189565494;xhash:-1956401190;path:h:\pozemok Nova Bana\fotky\17 leto\IMG_20170710_104842.jpg;x:908.818;y:860.459;tx:474.063;ty:1248.872;
img;hash:2027080110;xhash:-1097805732;path:H:\pozemok Nova Bana\fotky\prerabka\dvor domceky\IMG_20170918_103510.jpg;x:866.519;y:857.298;tx:881.09;ty:833.883;
img;hash:771419256;xhash:1395778162;path:H:\pozemok Nova Bana\detaily\DSC00104.JPG;x:508.251;y:527.46;tx:514.025;ty:529.501;
img;hash:-579072776;xhash:-473012140;path:H:\pozemok Nova Bana\fotky\prerabka\izba\DSC00396.JPG;x:930.111;y:850.479;tx:930.331;ty:858.584;
img;hash:1528408732;xhash:-1727857299;path:H:\pozemok Nova Bana\fotky\prerabka\kuchyna\DSC00409.JPG;x:930.301;y:839.532;tx:925.394;ty:837.456;
img;hash:-383412064;xhash:982077577;path:H:\pozemok Nova Bana\fotky\16 zima sk\DSC01588.JPG;x:848.405;y:816.472;tx:836.15;ty:815.558;
img;hash:1256237928;xhash:991754716;path:H:\pozemok Nova Bana\detaily\DSC_2679.JPG;x:943.588;y:849.742;tx:937.29;ty:844.207;
img;hash:1235519534;xhash:-1197902979;path:h:\pozemok Nova Bana\detaily\budovy zvonka\P1110538.JPG;x:836.636;y:788.138;tx:888.03;ty:817.186;
img;hash:-1598136013;xhash:1908207103;path:H:\pozemok Nova Bana\fotky\prerabka\kupelna\IMG_20180106_131940.jpg;x:934.132;y:847.302;tx:934.371;ty:847.201;
img;hash:250326908;xhash:1900880224;path:H:\pozemok Nova Bana\fotky\prerabka\izba\DSC00477.JPG;x:927.424;y:856.715;tx:924.474;ty:849.585;
img;hash:-607847843;xhash:680257493;path:H:\pozemok Nova Bana\fotky\prerabka\izba\DSC00388.JPG;x:929.877;y:857.416;tx:935.977;ty:850.796;
